articleIndex,articleTitle,text
235,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"1. The Owners Association will be responsible for the management, operation, 

maintenance, and repair of the Common Areas. For this purpose, the Owners 

Association must obtain the relevant licence from the Department. 

2. The Owners Association may delegate part of its powers to any person or company 

for such remuneration and upon such terms as may be agreed."
161,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai,"By virtue of this Decree a special tribunal known as “Tribunal for the Settlement of Cheque 

Disputes Relating to Real Estate Transactions” (the “Tribunal”) will be established and 

will be comprised of:

1. a judge from the Court of Appeal, Dubai Courts as President;

2. a judge from the Court of First Instance, Dubai Courts as member; and

3. a representative from the Land Department as member.

© 2014 The Government of Dubai Legal Affairs Department
(1) Every effort has been made to produce an accurate and complete English version of this legislation. However, 
for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of 
conflict the Arabic text will prevail.

6464"
408,Law No. (7) of 1997 Concerning Land Registration Fees; and,"Without prejudice to the provisions of any other law, apartment buildings and multi-storey 

buildings will be treated as a single Real Property Unit and will have one record in the 

Property Register to be supplemented by records stating the names of the owners of the 

apartments, floors, and common areas."
372,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Council will have a secretariat that receives requests, opens files, drafts minutes 

and correspondence, sends notices to disputants, keeps files, and generally performs 

all administrative support tasks. Thesecretariat will be appointed pursuant to a resolution 

of the Director General."
102,Executive Council Resolution No. (24) of 2006 Approving Charges for Certain Real,"of this Resolution will be punished by a 

fine of double the prescribed Fee.

b. Any real property developer or real estate broker who assists any person under 

obligation to pay Fees in evading the payment of such Fees will be punished by the same 

penalty stipulated in paragraph (a) of this Article."
389,Law No. (7) of 1997 Concerning Land Registration Fees; and,"The Department will be the only entity authorised to register Real Property Rights and 

long-term leasehold contracts provided for in"
123,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai and,"If the Master Developer or Sub-developer submits a request to register the legal 

disposition of the Real Property Unit after expiry of the time period stipulated in paragraph 

(2) of"
286,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"The Landlord may not disconnect services from the Real Property or disturb the Tenant 

in his use of the Real Property in any manner. If this happens, the Tenant may have 

recourse to the police station under whose jurisdiction the Real Property falls to seek a 

remedy for the violation or to file a police report regarding the violation. He also may have 

recourse to the Tribunal by filing a claim for damages for any loss he may have suffered, 

supported by official reports that support the existence of such violation."
320,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"Without prejudice to any penalties stipulated by any other legislation, a jail sentence and 

a fine of at least one hundred thousand Dirhams (AED 100,000), or either penalty, will be 

imposed on any person who: 

1. engages in a Real Estate Development activity in the Emirate without a licence; 

2. provides the Competent Entities with incorrect documentation or information in order 

to obtain a licence to conduct the Real Estate Development activity; 

3. knowingly offers for sale Units in fraudulent Real Estate Development projects;

4. steals, appropriates, or forfeits any amounts of money delivered to him for the 

purpose of implementing Real Estate Development projects; 

5. 

in the case of an auditor, deliberately prepares a fraudulent report upon auditing the 

financial position of the Developer or deliberately fails to disclose essential facts in 

his report;

6. 

in the case of a consultant, knowingly certifies fraudulent reports on a Real Estate 

Development project; or

7. 

in the case of a Developer, deals with a real estate broker who is not registered on 

the Real Estate Brokers Register maintained by the Department in accordance with 

Bylaw No. (85) of 2006 Concerning the Real Estate Brokers Register in the Emirate 

of Dubai.

125125"
375,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"Registration of a Real Estate Broker in the Register will be cancelled if he breaches 

the code of professional ethics, commits a gross violation of the laws, regulations, and 

instructions in force in the Emirate, or accumulates three (3) black points. Cancellation 

will be effected by a resolution of the Director General upon the recommendation of 

the Committee in which the reasons of cancellation are determined. The Real Estate 

Broker may, within fifteen (15) days of notification of the cancellation decision, file with the 

Chairman a grievance against the cancellation decision. The decision of the Chairman 

in this respect will be final."
75,Decree No. (2) of 1993.,"All final and irrevocable judgments issued by the First Instance Division and the Appellate 

Division will be enforced by the Judgment Enforcement Directorate of the Centre. The 

chairman of the Centre may seek assistance from the Execution Department of Dubai 

Courts to enforce the judgments issued by the Centre.

Appeals from Decisions and Judgments Issued 
before the Effective Date of this Decree"
11,Law No. (26) of 2007 .............................................................................................................................................................. 101,"Law No. (26) of 2007 .............................................................................................................................................................. 101
Regulating the Relationship between Landlords and Tenants in 
the Emirate of Dubai"
414,Law No. (7) of 1997 Concerning Land Registration Fees; and,"The Chairman will issue all regulations, decisions, orders, and instructions required for 

the implementation of the provisions of this Law."
179,Decree No. (2) of 1993 Establishing a Special Tribunal for the Settlement of Disputes,"In implementing the provisions of this Law, the following words and expressions will have 

© 2014 The Government of Dubai Legal Affairs Department
(1) Every effort has been made to produce an accurate and complete English version of this legislation. However, 
for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of 
conflict the Arabic text will prevail.

7474

the meaning indicated opposite each of them, unless the context implies otherwise:

Emirate: 

Tribunal: 

The Emirate of Dubai. 

The Special Tribunal for the Settlement of Disputes between 

Landlords and Tenants.

RERA: 

The Real Estate Regulatory Agency.

Real Property: 

Immovable property and everything affixed or annexed to it, and 

which is leased out for purposes of accommodation or conducting a 

business activity, trade, profession, or any other lawful activity.

Tenancy Contract: A contract by virtue of which the Landlord is bound to allow the Tenant 

use of the Real Property for a specific purpose, over a specific term, 

and in return for a specific consideration.

Landlord: 

A natural or legal person who is entitled by law or agreement to dispose 

of Real Property. This also includes a person to whom ownership of 

the Real Property is transferred during the term of a Tenancy Contract, 

an agent or legal representative of the Landlord, or a Tenant who is 

permitted by the Landlord to sub-let the Real Property. 

Tenant: 

A natural or legal person who is entitled use of the Real Property by 

virtue of a Tenancy Contract, or any person to whom the tenancy is 

legally transferred from the Tenant. 

Sub-Tenant: 

A natural or legal person who is entitled use of the Real Property or 

any part thereof by virtue of a Tenancy Contract entered into with 

the Tenant. 

Rent: 

The specified consideration which the Tenant must be bound to pay 

by virtue of the Tenancy Contract. 

Notice: 

A written notification sent by either party to the Lease Contract to the 

other through the Notary Public, or delivered by registered post, by 

hand, or by any other technological means approved by law."
288,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"RERA will issue the bylaws and resolutions required for the implementation of the 

provisions of this Law and will submit the same to the Chairman of the Executive Council 

for approval."
312,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"The Department may update the registry entry of the plot owned by the master developer 

to indicate that a purchase agreement has been concluded between the master 

developer and the sub-developer in respect of this plot or any part thereof. A purchaser 

of an off-plan Unit may request that the Department update the registry entry of the plot 

on which the project will be constructed to indicate that a purchase agreement has been 

concluded between the purchaser and the sub-developer.

Chapter Three

Management of an Escrow Account"
365,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"If more than one Real Estate Broker participates in the brokerage or negotiation process 

on behalf of one party for the purpose of concluding an contract and such contract is in 

fact concluded, the fee will be partitioned amongst them as if they were one Real Estate 

Broker in accordance with the terms of the contract they concluded."
100,Executive Council Resolution No. (24) of 2006 Approving Charges for Certain Real,"The following acts will be considered evasion of Fees:

1. providing false information about the value of a Real Property Disposition;

2. acting in a fraudulent manner or using any means whatsoever to evade the payment of Fees; or

3. performing any other act with a view to evading the payment of Fees.

Fines"
376,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Real Estate Broker will lose his status as a broker and his registration with the 

Department will be cancelled in the following cases:

1. The Real Estate Broker permanently ceases his brokerage business and notifies the 

Department of such cessation;

2. The Real Estate Broker suspends his brokerage business for more than twelve (12) 

successive months without a reason acceptable to the Committee;

3. The Real Estate Broker fails to fulfil any of the requirements stipulated in this Bylaw 

or in any resolutions or instructions issued hereunder;

4. The Real Estate Broker’s registration is proven to have been granted based on false 

information he supplied to the Division; or

5. The Chairman issues a resolution cancelling the registration in accordance with"
209,Law No. (27) of 2007 Concerning Jointly Owned Real Property in the Emirate of Dubai;,"The area of a sold Real Property Unit will be deemed to be correct. However, if any 

increase in the area of the Real Property Unit takes place after delivery of the Unit, 

the developer may not claim any increase in price in consideration for such increase. 

However, if a decrease in the area occurs, then the developer must compensate the 

purchaser for such decrease unless such decrease is inconsequential, in which case the 

developer is not liable for compensating the purchaser for such decrease."
328,Law; or,"For the purposes of implementing this Regulation, the following words and expressions will 

have the meaning indicated opposite each of them unless the context implies otherwise:

Ruler: 

His Highness the Ruler of the Emirate of Dubai.

Department: The Land Department.

Real Property: Anything which is fixed and cannot be moved without damage or 

alteration of its structure."
107,Law Enforcement Officers,"This Resolution will be published in the Official Gazette and will come into force on the day 

on which it is published. 

Hamdan bin Mohammed bin Rashid Al Maktoum
Crown Prince of Dubai
Chairman of the Executive Council

Issued in Dubai on 18 September 2013

Corresponding to 13 Thu al-Qidah 1434 A.H.

4040

Table of Fees for Registration of Real Property Dispositions and

Fees for Services Provided by the Land Department

Description

Fee

S

1

Registering a real property sale contract

4% of the value of the 

sale contract

AED 10 per square 

meter of the plot on 

which the warehouse is 

constructed, provided 

that the Fee will not be 

less than AED 10,000

2

Registering a warehouse sale contract

3

4

5

6

7

8

Grant of title of land allocated for industrial or 

30% of the market value 

commercial use to the beneficiary 

of the land

Grant of title of land allocated for industrial or 

50% of the market value 

commercial use to the possessor

of the land

Registering a gift of real property

0.125% of the value of the 

real property given as a 

gift, provided that the Fee 

will not be less than AED 

2,000

4.25% (being 4% of the 

value of the real property, 

Registering a rent-to-own contract

and 0.25% of the total 

Amending the registration of a rent-to-own 

contract

Application for transferring the ownership of real 

property from one financer to another in a rent-to-

own contract

value of the rent-to-

own contract)

AED 1,000

0.25% of the total value of 

the rent-to-own contract

4141

S

9

10

11

12

13

14

15

Description

Fee

Marking an entry in the real property’s folio in the 

register to indicate that a rent-to-own contract is 

AED 1,000

terminated

Registering a mortgage contract

Variation of the details of a mortgage

Transferring a mortgage

Discharging a mortgage

Registering a long-term lease contract

Amending the registration of a long-term lease 

contract

0.25% of the mortgage 

(debt) value 

AED 1,000

0.25% of the mortgage 

(debt) value

AED 1,000

4% of the total value of 

the lease contract

AED 1,000

2% of the real property 

value

16

Registering a usufruct right

Registering a contract for the use and 

1% of the consideration 

17

development of the land of another person 

paid for the Musataha 

(Musataha)

contract

Amending the registration of a contract for the 

18

use and development of the land of another 

AED 1,000

person (Musataha)

Transferring a contract for the use and 

1% of the consideration 

19

development of the land of another person 

paid for the Musataha 

(Musataha)

contract

Terminating a contract for the use and 

20

development of the land of another person 

AED 1,000

(Musataha)

Supervising the sale of real property by public 

auction

1% of the auction value, 

provided that the Fee will 

not exceed AED 30,000

21

4242

S

22

23

24

25

26

27

29

30

31

32

Description

Issuing title deed of real property 

Holding an electronic public auction

Licensing a public auction outside the 

Department

Issuing a replacement for a lost or damaged title 

deed or possession certificate of real property

Registering land given as a gift

Fee

AED 250

AED 10,000

AED 10,000

AED 1,000

AED 500

Registering the ownership of real property in the 

AED 1,000 for each 

name of heirs 

28

Registration of a family endowment (family Waqf)

Transferring the share of real property belonging 

to an heir to the other heirs (Takharuj) 

Subdividing a co-owned real property between 

co-owners 

inherited real property

AED 2,000 for each real 

property

1% of the value of the real 

property subject to the 

transfer (Takharuj)

1% of the value of the 

real property subject to 

subdivision

Issuing a ‘To Whom It May Concern’ Certificate

AED 50

Confirming the ownership of real property

AED 5,000

33

Registering a will 

0.125% of the value of the 

real property, which is the 

subject matter of the will

34

35

36

37

38

Valuating vacant land

Valuating land allocated for a real property 

project

Valuating agricultural land

Valuating a real property unit (exclusive of 

the land)

AED 2,000

AED 10,000

AED 6,000

AED 4,000

Valuating land on which a hotel is constructed

AED 15,000

4343

S

39

40

41

42

43

44

45

46

47

48

49

50

51

52

53

Description

Valuating land on which a villa, compound, or a 

commercial building is constructed

Valuating land on which a residential villa is 

constructed

Determining the location of a site 

Issuing a replacement for a lost or damaged 

contract or a Real Property Disposition certificate

Converting a lease contract with a term of less 

Fee

AED 6,000

AED 4,000

AED 200

AED 250

than ninety-nine (99) years, which is executed 

1% of the value of the 

prior to the effective date of this Resolution, into a 

real property 

freehold contract

Issuing a usufruct certificate 

Cancelling a Real Property Disposition

Marking an entry in the Real Property’s folio in the 

register (other than in relation to a mortgage) 

AED 250

AED 1,000

AED 100

Registering a lease finance contract of real 

0.25% of the value of the 

property in the name of the financer

real property

Amending or removing an entry in the real 

property’s folio in the register 

Authorising the cancellation of registration of a 

real property unit sale contract 

Effecting a real property settlement

Amalgamating or separating real property

Amending an entry in the Interim Real Property 

Register

Approving the plan of a plot, real property unit, 

villa and its appurtenances 

AED 1,000

AED 500

AED 3,000

AED 500

AED 250 per unit

AED 50

54

Approving the plan of common areas of land

AED 250

4444

S

55

56

57

58

59

60

61

62

63

64

65

66

67

68

69

Description

Fee

Approving a plan of common areas in a building AED 350

Approving a building plan

Approving a 3D plan of common areas in 

a building 

Approving a volumetric 3D plan (BMS)

Applying for a real property unit survey

Issuing a land map

Surveying a business centre

Issuing a villa/ real property unit plan

AED 500

AED 500

AED 1,000

AED 3,000

AED 100

AED 2,000

AED 250

Issuing a plan of common areas in real property

AED 3,000

Issuing a 3D building plan

AED 5,000

Issuing a plan of common areas in a building 

AED 5,000

Issuing a building plan 

AED 2,500

Issuing a 3D plan of common areas in a building

AED 5,000

Issuing a plan of common areas 

(component plan)

Issuing a map of an Island 

AED 5,000

AED 450

70

Issuing a land map and conducting a field survey AED 500

71

72

73

74

Issuing a villa/real property unit plan and 

conducting a field survey

Issuing a plan of common areas of land and 

conducting a field survey

Issuing a building plan and conducting a 2D 

survey

Issuing a plan of common areas (component 

plan) and conducting a field survey 

AED 600

AED 5,000

AED 3,000

AED 5,000

4545

S

75

76

77

78

79

80

81

82

83

84

85

Description

Issuing a map of an island and conducting a field 

survey

Training a real property registrar

Changing the time of a training course

Issuing a report on a real property 

investment project 

Attending at the client’s premises upon request to 

process a real property transaction

Processing an urgent Real Property 

Disposition transaction 

Subscription to a housing programme

Subscription to the Tayseer Programme

Subscription to a project in the Tayseer 

Programme

Subscription of a real property developer in the 

Tanmia Programme

Subscription to the Real Property Investment Plan 

of the Emirate of Dubai

Subscription of a real estate developer in the 

Fee

AED 3,000

AED 2,500

AED 500

AED 500

AED 2,000

AED 5,000

AED 400

AED 10,000

AED 10,000

AED 1,000

AED 500

86

Real Property Investment Plan of the Emirate of 

AED 5,000

Dubai

87

Subscription to real property 

sustainability standards 

AED 10,000

4646

Decree No. (4) of 2010 

Regulating the Grant of Title to 
Allotted Industrial and Commercial 
Land in the Emirate of Dubai

4747

Decree No. (4) of 2010 

Regulating the Grant of Title to Allotted 

Industrial and Commercial Land in the Emirate of Dubai (1)

We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai,

After perusal of:"
258,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"The term of a sub-lease contract entered into between the Tenant and Sub-tenant will expire 

upon the expiry of the term of the Lease Contract entered into between the Landlord and 

Tenant, unless the Landlord expressly agrees to extend the term of the sub-lease contract. 

The Rent"
204,Law No. (27) of 2007 Concerning Jointly Owned Real Property in the Emirate of Dubai;,"No Master Developer or Sub-developer may charge any fees on the sale, resale, or on 

any other legal disposition of the Real Property Units which are completed or sold off-

plan except those administrative costs which are approved by the Department to be 

received by the Master Developer or Sub-developer from third parties.

8484"
45,Decree No. (26) of 2013 Concerning the Rent Disputes Settlement Centre in the Emirate,"of this Decree, the average rental value 

of similar units will be determined in accordance with the “Rent Index of the Emirate of 

Dubai” approved by the Real Estate Regulatory Agency.

Publication and Commencement"
367,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"above, if one party enters into an agreement with a number of Real 

Estate Brokers severally in respect of a single brokerage or negotiation matter, and only 

one Real Estate Broker succeeded in concluding the transaction, then that Real Estate 

141141

Broker will be exclusively entitled to the whole remuneration."
111,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Beneficiary who desires the transfer of ownership of industrial or commercial land 

into his name will pay a transfer of ownership fee of thirty percent (30%) of the market 

value of the land as determined by the Department at the time of ownership transfer.

4949

 
 
Grant of Title to Persons in 
Possession of Allotted Land"
360,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"A Brokerage Agreement must be in writing and must state the names of the contracting 

parties, the specifications of the Real Property, and the brokerage terms. The Brokerage 

Agreement wil be entered in the record of the Real Property Register ."
395,Law No. (7) of 1997 Concerning Land Registration Fees; and,"If an obligor is in breach of his undertaking to transfer any Real Property Right, his liability 

will be limited to his obligation to pay an indemnity for this breach, regardless of whether 

or not an obligation to pay such an indemnity is stated in the undertaking."
343,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Division will refer the registration application to the Committee within seven (7) working 

days from the date of submission of the application or of furnishing all the documentation 

and information, as the case may be, requested by the Division."
298,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,Subject to the provisions of
18,Law No. (8) of 2007 Concerning Escrow Accounts for Real Estate Development in the,"Law No. (8) of 2007 Concerning Escrow Accounts for Real Estate Development in the 

Emirate of Dubai;"
351,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"A Real Estate Broker must disclose to his client all negotiation details, the stages of the 

brokerage process, and any other required information that will enable his client to make 

the right decision in respect of concluding a contract with the other party. The Real Estate 

138138

Broker must also disclose to the other contracting party all substantial matters relating to 

the subject matter of the agreement, which are deemed necessary to avoid uncertainty."
344,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Committee will have the right to approve or reject the application for registration, and 

the relevant decision will be communicated to the applicant. Any decision to reject an 

application for registration must be reasoned."
215,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"of this Law.

Articles of 

Association

of the Owners 

Association: 

Occupier:

The rules and provisions governing the Owners Association which 

are issued in accordance with this Law. 

Any person who rents a Unit, except under a long-term leasehold 

contract, or any visitor of the Unit Owner.

Utility Services: 

Any of the following services: 

1. water reticulation or supply; 

2. gas reticulation or supply; 

3. electricity supply; 

4. air conditioning; 

5. 

telephone service; 

6. computer data or television service; 

7. sewerage system; 

8. 

9. 

rain water drainage; 

removal or disposal system for garbage or waste; 

10. delivery system for mail, parcels, or goods; and

11. any other system or service intended to improve the utilities in 

the Units or Common Areas."
223,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"Unless otherwise agreed, Unit Owners and developers will own, in respect of unsold 

Units, an undivided interest in the Common Areas in accordance with the proportions 

stated in the Master Community Declaration. 

For the purposes of this Article, the proportions will be determined on the basis of the 

Unit area out of the total area of the Jointly Owned Real Property. 

Chapter Three

Disposing of Units in a Jointly 
Owned Real Property"
314,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"123123

Agents” in which are entered the names of Escrow Agents. 

2. An Escrow Agent must be qualified to manage Escrow Accounts."
82,Decree No. (2) of 1993.,"The financial resources of the Centre will consist of:

1. support allocated to the Centre in the budget of the Department; and

2. 

fees and charges for the services collected by the Centre with respect to claims, 

applications, transactions, and the services provided by the Centre.

Transitional Provisions"
390,Law No. (7) of 1997 Concerning Land Registration Fees; and,"of this Law. For such purpose, 

the Department will: 

1. determine areas to be surveyed or re-surveyed and certify maps drawn for them; 

2. prescribe rules relating to surveying and inspection and issue maps of Real Property Units;

3. prepare contract templates relating to Real Property transactions;

4. prescribe rules for organising, archiving, and destroying documents;

150150

5. prescribe rules for the use of computers for storing and recording of data; 

6. prescribe rules for regulating and keeping the real estate brokers register; 

7. prescribe rules on valuing Real Property;

8. prescribe rules for voluntary auction sale of Real Property and supervise such sales;

9. determine fees payable for services provided by the Department; and

10. establish branches of the Department as the Director General deems appropriate.

Chapter Five

The Property Register"
126,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai and,"1. The Department must, whether on its own initiative or upon request by the concerned 

parties, indicate in the record of the land plot where a development project is to be 

constructed that the project is designated as “a development project governed by 

the provisions of the Law”.

2. The Department will remove the designation referred to in the preceding 

paragraph upon completion of the development project and registration of its 

5353

Real Estate Units in the names of the purchasers in the Property Register or 

upon cancellation of the project for any of the reasons set forth in"
176,Law No. (16) of 2007 Establishing the Real Estate Regulatory Agency;,Law No. (16) of 2007 Establishing the Real Estate Regulatory Agency;
316,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"Depositors or their representatives may gain access to their own accounting records and 

may request copies of such records. Representatives from official authorities may have 

access to and obtain copies of such records."
199,Law No. (27) of 2007 Concerning Jointly Owned Real Property in the Emirate of Dubai;,"them unless the context implies otherwise:

Emirate: 

Department: 

The Emirate of Dubai.

The Land Department.

© 2014 The Government of Dubai Legal Affairs Department
(1) Every effort has been made to produce an accurate and complete English version of this legislation. However, 
for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of 
conflict the Arabic text will prevail.

8282

Property Register: 

The property register maintained by the Department.

Interim Property Register: The documents maintained by the Department in written 

or electronic format in an electronic record in which 

sale contracts, Off-plan Sales, and other off-plan legal 

dispositions of real property are registered prior to inclusion 

in the Property Register.

Real Property: 

The land and the fixed structures constructed on it which may 

not be moved without damage or alteration of its structure.

Real Property Unit: 

Any designated part of Real Property including any part 

designated as off-plan.

Off-plan Sale: 

The sale of designated Real Property Units off-plan or of 

those which are unfinished.

Master Developer: 

Any person licensed to conduct the real estate development 

business and the sale of Real Property Units to third parties 

in the Emirate.

Sub-developer: 

Any person licensed to conduct real estate development 

business and in the sale of Units to third parties and who 

undertakes part of the real estate development project of a 

Master Developer in accordance with a mutual agreement.

Real Estate Broker: 

Any person who undertakes the real estate brokering 

business in accordance with Bylaw No. (85) of 2006 

Regulating the Real Estate Brokers Register in the Emirate 

of Dubai.

Competent Entities: 

The entities authorised to license or register real estate 

development projects in the Emirate."
67,Decree No. (2) of 1993.,"of this Decree, and the chair of each Tribunal must be 

a judge. Notwithstanding the foregoing, the chairman of the Council may appoint an 

experienced and specialised lawyer as chair of any of these Tribunals. 

b. The chairman of the Centre may designate one or more Tribunals within the First 

Instance Division to hear certain types of Rent Disputes depending on the nature of 

the claim, or the location or nature of use of the leased real property unit. 

The Appellate Division"
246,Law comes into force will be deemed void.,Subject to the provisions of
81,Decree No. (2) of 1993.,"The Department will provide all necessary support to the Centre to enable it to perform 

the functions assigned to it by virtue of this Decree, including providing office premises 

and administrative, financial, and technical support.

Financial Resources of the Centre"
260,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"RERA will have the authority to establish criteria relating to percentages of Rent increase 

in the Emirate in line with the requirements of the prevailing economic situation in 

the Emirate."
281,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"of this Law. 

2. The Tenant must exercise the right of first refusal referred to in the preceding 

paragraph within a period not exceeding thirty (30) days from the date the Tenant is 

110110

notified by the Landlord."
118,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;
363,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"If the Brokerage Agreement is terminated, the Real Estate Broker will be entitled to claim 

his remuneration as agreed in the Brokerage Agreement, except where he is proven to 

have committed fraud or gross negligence."
238,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"Subject to the Articles of Association of the Owners Association, the Owner and Occupier 

of a Unit and their visitors will use the Common Areas as permitted, and in such a way 

that does not prejudice the rights of others to use these areas, disturb them, or endanger 

their safety or the safety of the Jointly Owned Real Property."
361,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"The Real Estate Broker’s remuneration will be determined by agreement, and in absence 

of agreement, remuneration will be determined according to prevailing practice.

1. A Real Estate Broker will be entitled to remuneration for his brokerage services only if"
171,"Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai,","Articles (2) and (11) of Law No. (13) of 2008 Regulating the Interim Property Register 

(the “Original Law”) will be superseded by the following provisions:"
169,Law No. (8) of 2007 Concerning Escrow Accounts of Real Estate Development in the,"Law No. (8) of 2007 Concerning Escrow Accounts of Real Estate Development in the 

Emirate of Dubai;"
259,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"Landlord and Tenant must specify the Rent in the Lease Contract. In any event, the Rent 

may not be increased nor may any of the terms of the Lease Contract be amended 

before the lapse of two years as of the date when the original contractual relationship 

was established."
50,Law No. (3) of 2003 Establishing the Executive Council of the Emirate of Dubai;,Law No. (3) of 2003 Establishing the Executive Council of the Emirate of Dubai;
266,Law and any amendments thereto will be registered with RERA. Judicial authorities and,"The Landlord will be bound to hand over the Real Property in good condition, which 

allows the Tenant full use stated in the Lease Contract."
65,Decree No. (2) of 1993.,"Before assuming their duties, members of Tribunals who are not judges will take the 

following oath before the chairman of the Council: 

“I swear by Allah the Almighty that I will administer justice, respect the laws, and discharge 

my duties with integrity and honesty”.

The First Instance Division"
329,Law; or,"Non-UAE Nationals may acquire freehold ownership rights over Real Property without 

time restriction, usufruct rights, or leasehold rights for up to ninety-nine (99) years with 

respect to the land plot(s) indicated opposite each of the following areas as shown by the 

© 2014 The Government of Dubai Legal Affairs Department
(1) Every effort has been made to produce an accurate and complete English version of this legislation. However, 
for the purpose of its interpretation and application, reference must be made to the original Arabic text. In case of 
conflict the Arabic text will prevail.

130130

maps issued by the Department and attached to this Regulation:

1. Umm Hurair 2: Plot No. (013);

2. Al Barsha South 2: Plot No. (002);

3. Al Barsha South 3: Plot No. (002);

4. Emirates Hills 1: Plots No. (004) and (814);

5. Emirates Hills 2: Plots No. (001) and (049);

6. Emirates Hills 3: Plot No. (001);

7. Jebel Ali: Plots No. (051), (074), (081), (082), (083), (084), (142), (143), and (391);

8. 

 Al Jaddaf: Plots No. (003), (007), and (008);

9. The World Islands: Plot No. (001);

10. Ras al Khor: Plot No. (165);

11. Al Rowyah: Plots No. (063) and (065);

12. Sheikh Zayed Road: Plots No. (118) and (147);

13. Sofouh 1: Plot No. (069);

14. Sofouh 2: Plot No. (005);

15. Al-Qouz 3: Plots No. (005) and (006);

16. Al-Qouz Industrial Area 2: Plots No. (010) and (030);

17. Al-Qouz Industrial Area 3: Plot No. (028);

18. Mirdif: Plots No. (143) and (144);

19. Dubai Marina: Plots No. (007), (014), (015), and (033);

20. Palm Jebel Ali: Plot No. (001);

21. Palm Jumairah: Plot No. (001);

22. Nad al-Sheba: Plots No. (209), (215) and (222); and

23. Warsan 1: Plot No. (002)."
